Mood,Type,Title,Language,Era
Romantic,Series,Skins,English,Mid
Romantic,Series,The Fosters,English,Mid
Romantic,Series,Greek,English,Mid
Romantic,Series,Dawson's Creek,English,Mid
Romantic,Series,Charmed,English,Mid
Romantic,Series,Gilmore Girls,English,Mid
Romantic,Series,Emily in Paris,English,New
Romantic,Series,Bridgerton,English,New
Romantic,Series,Normal People,English,New
Romantic,Series,Love Alarm,English,New
Romantic,Series,Crash Landing on You,English,New
Romantic,Series,True Beauty,English,New
Romantic,Series,Business Proposal,English,New
Romantic,Series,Heartstopper,English,New
Romantic,Series,Sex Education,English,New
Romantic,Series,Never Have I Ever,English,New
Romantic,Series,The Summer I Turned Pretty,English,New
Romantic,Series,You,English,New
Romantic,Series,Love Life,English,New
Romantic,Series,Dash and Lily,English,New
Romantic,Series,Firefly Lane,English,New
Romantic,Series,The Bold Type,English,New
Romantic,Series,Younger,English,New
Romantic,Series,Valeria,English,New
Romantic,Series,Modern Love,English,New
Romantic,Series,The One,English,New
Motivation,Series,Kota Factory,Hindi,Mid
Motivation,Series,TVF Pitchers,Hindi,Mid
Motivation,Series,Cubicles,Hindi,Mid
Motivation,Series,Hostel Daze,Hindi,Mid
Motivation,Series,Engineering Girls,Hindi,Mid
Motivation,Series,Girls Hostel,Hindi,Mid
Motivation,Series,What The Folks,Hindi,Mid
Motivation,Series,TVF Aspirants,Hindi,Mid
Motivation,Series,Laakhon Mein Ek,Hindi,Mid
Motivation,Series,ImMATURE,Hindi,Mid
Motivation,Series,Minus One,Hindi,Mid
Motivation,Series,Better Life Foundation,Hindi,Mid
Motivation,Series,College Romance,Hindi,Mid
Motivation,Series,Please Find Attached,Hindi,Mid
Motivation,Series,Adulting,Hindi,Mid
Motivation,Series,Flames,Hindi,Mid
Motivation,Series,Little Things,Hindi,Mid
Motivation,Series,Baked,Hindi,Mid
Motivation,Series,Panchayat,Hindi,Mid
Motivation,Series,Humorously Yours,Hindi,Mid
Motivation,Series,Aspirants Season 2,Hindi,New
Motivation,Series,Kota Factory Season 3,Hindi,New
Motivation,Series,TVF Pitchers Season 2,Hindi,New
Motivation,Series,Cubicles Season 3,Hindi,New
Motivation,Series,Panchayat Season 2,Hindi,New
Motivation,Series,Panchayat Season 3,Hindi,New
Motivation,Series,Campus Diaries,Hindi,New
Motivation,Series,Crushed,Hindi,New
Motivation,Series,Gullak,Hindi,New
Motivation,Series,Gullak Season 3,Hindi,New
Motivation,Series,Half CA,Hindi,New
Motivation,Series,Physics Wallah,Hindi,New
Motivation,Series,Startup,Hindi,New
Motivation,Series,Minus One Season 2,Hindi,New
Motivation,Series,Feels Like Home,Hindi,New
Motivation,Series,Modern Love Mumbai,Hindi,New
Motivation,Series,Modern Love Hyderabad,Hindi,New
Motivation,Series,The Fame Game,Hindi,New
Motivation,Series,Jeet Ki Zid,Hindi,New
Motivation,Series,Rocket Boys,Hindi,New
Motivation,Series,Money Heist,English,New
Motivation,Series,The Last Dance,English,New
Motivation,Series,Drive to Survive,English,New
Motivation,Series,Inventing Anna,English,New
Motivation,Series,The Dropout,English,New
Motivation,Series,WeCrashed,English,New
Motivation,Series,Startup,English,New
Motivation,Series,Emily in Paris,English,New
Motivation,Series,Ted Lasso,English,New
Motivation,Series,The Bear,English,New
Motivation,Series,The Morning Show,English,New
Motivation,Series,Succession,English,New
Motivation,Series,Industry,English,New
Motivation,Series,The Playlist,English,New
Motivation,Series,Black Bird,English,New
Motivation,Series,The Founder Series,English,New
Motivation,Series,Next in Fashion,English,New
Motivation,Series,Shark Tank India,English,New
Motivation,Series,Physical 100,English,New
Motivation,Series,Alchemy of Souls,English,New
Motivation,Series,Suits,English,Mid
Motivation,Series,The Office,English,Mid
Motivation,Series,Breaking Bad,English,Mid
Motivation,Series,Silicon Valley,English,Mid
Motivation,Series,How I Met Your Mother,English,Mid
Motivation,Series,Friends,English,Mid
Motivation,Series,The Big Bang Theory,English,Mid
Motivation,Series,Shark Tank,English,Mid
Motivation,Series,MasterChef,English,Mid
Motivation,Series,The Apprentice,English,Mid
Motivation,Series,House of Cards,English,Mid
Motivation,Series,Game of Thrones,English,Mid
Motivation,Series,Prison Break,English,Mid
Motivation,Series,The Crown,English,Mid
Motivation,Series,Narcos,English,Mid
Motivation,Series,Black Mirror,English,Mid
Motivation,Series,The Good Doctor,English,Mid
Motivation,Series,Grey's Anatomy,English,Mid
Motivation,Series,Better Call Saul,English,Mid
Motivation,Series,Lost,English,Mid
Motivation,Movie,Lakshya,Hindi,Old
Motivation,Movie,Swades,Hindi,Old
Motivation,Movie,Anand,Hindi,Old
Motivation,Movie,Guide,Hindi,Old
Motivation,Movie,Do Aankhen Barah Haath,Hindi,Old
Motivation,Movie,Jaane Bhi Do Yaaro,Hindi,Old
Motivation,Movie,Arth,Hindi,Old
Motivation,Movie,Saaransh,Hindi,Old
Motivation,Movie,Masoom,Hindi,Old
Motivation,Movie,Chak De India,Hindi,Old
Motivation,Movie,Rang De Basanti,Hindi,Old
Motivation,Movie,Border,Hindi,Old
Motivation,Movie,Haqeeqat,Hindi,Old
Motivation,Movie,Deewar,Hindi,Old
Motivation,Movie,Sholay,Hindi,Old
Motivation,Movie,Upkar,Hindi,Old
Motivation,Movie,Kabuliwala,Hindi,Old
Motivation,Movie,Mr India,Hindi,Old
Motivation,Movie,Tezaab,Hindi,Old
Motivation,Movie,Agneepath,Hindi,Old
Motivation,Movie,3 Idiots,Hindi,Mid
Motivation,Movie,Taare Zameen Par,Hindi,Mid
Motivation,Movie,Chak De India,Hindi,Mid
Motivation,Movie,Ghajini,Hindi,Mid
Motivation,Movie,My Name is Khan,Hindi,Mid
Motivation,Movie,Rocket Singh,Hindi,Mid
Motivation,Movie,Wake Up Sid,Hindi,Mid
Motivation,Movie,Rock On,Hindi,Mid
Motivation,Movie,Paathshaala,Hindi,Mid
Motivation,Movie,Udaan,Hindi,Mid
Motivation,Movie,Lagaan,Hindi,Mid
Motivation,Movie,Dangal,Hindi,Mid
Motivation,Movie,Bhaag Milkha Bhaag,Hindi,Mid
Motivation,Movie,MS Dhoni The Untold Story,Hindi,Mid
Motivation,Movie,Neerja,Hindi,Mid
Motivation,Movie,Airlift,Hindi,Mid
Motivation,Movie,Baby,Hindi,Mid
Motivation,Movie,Special 26,Hindi,Mid
Motivation,Movie,Queen,Hindi,Mid
Motivation,Movie,Paa,Hindi,Mid
Motivation,Movie,Super 30,Hindi,New
Motivation,Movie,Chhichhore,Hindi,New
Motivation,Movie,Shershaah,Hindi,New
Motivation,Movie,83,Hindi,New
Motivation,Movie,Sardar Udham,Hindi,New
Motivation,Movie,Soorma,Hindi,New
Motivation,Movie,Gold,Hindi,New
Motivation,Movie,Toofan,Hindi,New
Motivation,Movie,Jersey,Hindi,New
Motivation,Movie,Rocket Boys (Film),Hindi,New
Motivation,Movie,The Kashmir Files,Hindi,New
Motivation,Movie,Mission Mangal,Hindi,New
Motivation,Movie,Gunjan Saxena,Hindi,New
Motivation,Movie,Major,Hindi,New
Motivation,Movie,URI,Hindi,New
Motivation,Movie,Sam Bahadur,Hindi,New
Motivation,Movie,Maidaan,Hindi,New
Motivation,Movie,12th Fail,Hindi,New
Motivation,Movie,Badhaai Do,Hindi,New
Motivation,Movie,Gully Boy,Hindi,New
Motivation,Movie,Rocky,English,Old
Motivation,Movie,The Pursuit of Happyness,English,Old
Motivation,Movie,Dead Poets Society,English,Old
Motivation,Movie,Good Will Hunting,English,Old
Motivation,Movie,The Shawshank Redemption,English,Old
Motivation,Movie,Forrest Gump,English,Old
Motivation,Movie,The Karate Kid,English,Old
Motivation,Movie,Rudy,English,Old
Motivation,Movie,Coach Carter,English,Old
Motivation,Movie,Remember the Titans,English,Old
Motivation,Movie,The Blind Side,English,Old
Motivation,Movie,A Beautiful Mind,English,Old
Motivation,Movie,Moneyball,English,Old
Motivation,Movie,Gladiator,English,Old
Motivation,Movie,Braveheart,English,Old
Motivation,Movie,Freedom Writers,English,Old
Motivation,Movie,October Sky,English,Old
Motivation,Movie,The Social Network,English,Old
Motivation,Movie,The Intern,English,Old
Motivation,Movie,Cast Away,English,Old
Motivation,Movie,The Social Network,English,Mid
Motivation,Movie,Whiplash,English,Mid
Motivation,Movie,The Intern,English,Mid
Motivation,Movie,Jobs,English,Mid
Motivation,Movie,The Founder,English,Mid
Motivation,Movie,Joy,English,Mid
Motivation,Movie,The Imitation Game,English,Mid
Motivation,Movie,The Theory of Everything,English,Mid
Motivation,Movie,Steve Jobs,English,Mid
Motivation,Movie,The Wolf of Wall Street,English,Mid
Motivation,Movie,Limitless,English,Mid
Motivation,Movie,The Martian,English,Mid
Motivation,Movie,Chef,English,Mid
Motivation,Movie,The Internship,English,Mid
Motivation,Movie,Unbroken,English,Mid
Motivation,Movie,42,English,Mid
Motivation,Movie,Million Dollar Arm,English,Mid
Motivation,Movie,Soul Surfer,English,Mid
Motivation,Movie,The Greatest Game Ever Played,English,Mid
Motivation,Movie,Invictus,English,Mid
Motivation,Music,Zindagi Ek Safar Hai Suhana,Hindi,Old
Motivation,Music,Ruk Jaana Nahin,Hindi,Old
Motivation,Music,Kar Chale Hum Fida,Hindi,Old
Motivation,Music,Aye Watan Tere Liye,Hindi,Old
Motivation,Music,Yeh Hausla,Hindi,Old
Motivation,Music,Hum Honge Kamyab,Hindi,Old
Motivation,Music,Chak De India (Title),Hindi,Old
Motivation,Music,Sapnon Se Bhare Naina,Hindi,Old
Motivation,Music,Aashayein,Hindi,Old
Motivation,Music,Zinda (Bhaag Milkha Bhaag),Hindi,Old
Motivation,Music,Bhaag Milkha Bhaag (Title),Hindi,Old
Motivation,Music,Sultan (Title),Hindi,Old
Motivation,Music,Brothers Anthem,Hindi,Old
Motivation,Music,Apna Time Aayega,Hindi,Old
Motivation,Music,Jeete Hain Chal,Hindi,Old
Motivation,Music,Kar Har Maidan Fateh,Hindi,Old
Motivation,Music,Chale Chalo,Hindi,Old
Motivation,Music,Des Rangila,Hindi,Old
Motivation,Music,Aazaadiyan,Hindi,Old
Motivation,Music,Kandhon Se Milte Hain Kandhe,Hindi,Old
Motivation,Music,Kar Har Maidan Fateh,Hindi,Mid
Motivation,Music,Zinda,Hindi,Mid
Motivation,Music,Brothers Anthem,Hindi,Mid
Motivation,Music,Aashayein,Hindi,Mid
Motivation,Music,Sultan,Hindi,Mid
Motivation,Music,Chale Chalo,Hindi,Mid
Motivation,Music,Apna Time Aayega,Hindi,Mid
Motivation,Music,Jeete Hain Chal,Hindi,Mid
Motivation,Music,Bhaag Milkha Bhaag,Hindi,Mid
Motivation,Music,Ziddi Dil,Hindi,Mid
Motivation,Music,Aazaadiyan,Hindi,Mid
Motivation,Music,Yeh Hausla,Hindi,Mid
Motivation,Music,Kandhon Se Milte Hain Kandhe,Hindi,Mid
Motivation,Music,Jagga Jasoos (Galti Se Mistake),Hindi,Mid
Motivation,Music,Ilahi,Hindi,Mid
Motivation,Music,Love You Zindagi,Hindi,Mid
Motivation,Music,Phir Se Ud Chala,Hindi,Mid
Motivation,Music,Rock On,Hindi,Mid
Motivation,Music,Soorma Anthem,Hindi,Mid
Motivation,Music,Chak De India,Hindi,Mid
Motivation,Music,Jugnu,Hindi,New
Motivation,Music,Apna Bana Le (Motivation vibe),Hindi,New
Motivation,Music,Heeriye,Hindi,New
Motivation,Music,Kesariya (Motivation vibe),Hindi,New
Motivation,Music,Shabaashiyaan,Hindi,New
Motivation,Music,Lehra Do,Hindi,New
Motivation,Music,Hindustani Way,Hindi,New
Motivation,Music,Kar Har Maidan Fateh (Reprise),Hindi,New
Motivation,Music,Desh Mere,Hindi,New
Motivation,Music,Teri Mitti,Hindi,New
Motivation,Music,Raazi (Ae Watan),Hindi,New
Motivation,Music,Phir Aur Kya Chahiye (inspiration),Hindi,New
Motivation,Music,Zinda Banda,Hindi,New
Motivation,Music,Not Ramaiya Vastavaiya,Hindi,New
Motivation,Music,Challa (Jab Tak Hai Jaan),Hindi,New
Motivation,Music,Rubaru,Hindi,New
Motivation,Music,Aazadi,Hindi,New
Motivation,Music,Ghani Bawri,Hindi,New
Motivation,Music,Ilahi (Reprise),Hindi,New
Motivation,Music,Patakha Guddi,Hindi,New
Motivation,Music,Eye of the Tiger,English,Old
Motivation,Music,We Are the Champions,English,Old
Motivation,Music,Don't Stop Believin',English,Old
Motivation,Music,The Final Countdown,English,Old
Motivation,Music,Stronger,English,Old
Motivation,Music,Survivor,English,Old
Motivation,Music,Hall of Fame,English,Old
Motivation,Music,Unstoppable,English,Old
Motivation,Music,Roar,English,Old
Motivation,Music,Firework,English,Old
Motivation,Music,Beautiful Day,English,Old
Motivation,Music,Man in the Mirror,English,Old
Motivation,Music,Fix You,English,Old
Motivation,Music,Lose Yourself,English,Old
Motivation,Music,Remember the Name,English,Old
Motivation,Music,Power,English,Old
Motivation,Music,Champion,English,Old
Motivation,Music,My Way,English,Old
Motivation,Music,I'm Still Standing,English,Old
Motivation,Music,Ain't No Mountain High Enough,English,Old
Motivation,Music,Hall of Fame,English,Mid
Motivation,Music,Unstoppable,English,Mid
Motivation,Music,Stronger,English,Mid
Motivation,Music,Roar,English,Mid
Motivation,Music,Firework,English,Mid
Motivation,Music,Wake Me Up,English,Mid
Motivation,Music,Counting Stars,English,Mid
Motivation,Music,Best Day of My Life,English,Mid
Motivation,Music,On Top of the World,English,Mid
Motivation,Music,Can't Hold Us,English,Mid
Motivation,Music,Good Life,English,Mid
Motivation,Music,Remember the Name,English,Mid
Motivation,Music,Power,English,Mid
Motivation,Music,Not Afraid,English,Mid
Motivation,Music,Titanium,English,Mid
Motivation,Music,Try Everything,English,Mid
Motivation,Music,The Nights,English,Mid
Motivation,Music,High Hopes,English,Mid
Motivation,Music,Don't You Worry Child,English,Mid
Motivation,Music,Skyscraper,English,Mid
Motivation,Music,Unstoppable,English,New
Motivation,Music,Industry Baby,English,New
Motivation,Music,Enemy,English,New
Motivation,Music,Run the World,English,New
Motivation,Music,Good as Hell,English,New
Motivation,Music,Flowers,English,New
Motivation,Music,Anti-Hero,English,New
Motivation,Music,As It Was,English,New
Motivation,Music,Golden,English,New
Motivation,Music,Heat Waves,English,New
Motivation,Music,Shivers,English,New
Motivation,Music,Levitating,English,New
Motivation,Music,Blinding Lights,English,New
Motivation,Music,Stay,English,New
Motivation,Music,Peaches,English,New
Motivation,Music,Good 4 U,English,New
Motivation,Music,Drivers License,English,New
Motivation,Music,Arcade,English,New
Motivation,Music,Sunroof,English,New
Motivation,Music,Greedy,English,New
Motivation,Book,Atomic Habits,English,New
Motivation,Book,Ikigai,English,New
Motivation,Book,The Psychology of Money,English,New
Motivation,Book,Do Epic Shit,English,New
Motivation,Book,Life's Amazing Secrets,English,New
Motivation,Book,Think Like a Monk,English,New
Motivation,Book,You Are a Badass,English,New
Motivation,Book,The 5 AM Club,English,New
Motivation,Book,Can't Hurt Me,English,New
Motivation,Book,The Comfort Book,English,New
Motivation,Book,Greenlights,English,New
Motivation,Book,The Mountain Is You,English,New
Motivation,Book,Make Time,English,New
Motivation,Book,Digital Minimalism,English,New
Motivation,Book,Essentialism,English,New
Motivation,Book,Limitless,English,New
Motivation,Book,The Almanack of Naval Ravikant,English,New
Motivation,Book,Keep Going,English,New
Motivation,Book,The Code of the Extraordinary Mind,English,New
Motivation,Book,Rework,English,New
Relaxed,Movie,Chupke Chupke,Hindi,Old
Relaxed,Movie,Anand,Hindi,Old
Relaxed,Movie,Gol Maal (1979),Hindi,Old
Relaxed,Movie,Bawarchi,Hindi,Old
Relaxed,Movie,Chashme Buddoor,Hindi,Old
Relaxed,Movie,Padosan,Hindi,Old
Relaxed,Movie,Khatta Meetha (1981),Hindi,Old
Relaxed,Movie,Khoobsurat (1980),Hindi,Old
Relaxed,Movie,Rajnigandha,Hindi,Old
Relaxed,Movie,Baton Baton Mein,Hindi,Old
Relaxed,Movie,Masoom,Hindi,Old
Relaxed,Movie,Amar Prem,Hindi,Old
Relaxed,Movie,Guide,Hindi,Old
Relaxed,Movie,Mili,Hindi,Old
Relaxed,Movie,Namak Halaal,Hindi,Old
Relaxed,Movie,Angoor,Hindi,Old
Relaxed,Movie,Ek Ruka Hua Faisla,Hindi,Old
Relaxed,Movie,Katha,Hindi,Old
Relaxed,Movie,Gharonda,Hindi,Old
Relaxed,Movie,Shaukeen,Hindi,Old
Relaxed,Movie,Zindagi Na Milegi Dobara,Hindi,Mid
Relaxed,Movie,Barfi,Hindi,Mid
Relaxed,Movie,Wake Up Sid,Hindi,Mid
Relaxed,Movie,Queen,Hindi,Mid
Relaxed,Movie,Piku,Hindi,Mid
Relaxed,Movie,Dear Zindagi,Hindi,Mid
Relaxed,Movie,Kapoor and Sons,Hindi,Mid
Relaxed,Movie,Lootera,Hindi,Mid
Relaxed,Movie,Rocket Singh,Hindi,Mid
Relaxed,Movie,Khosla Ka Ghosla,Hindi,Mid
Relaxed,Movie,Do Dooni Chaar,Hindi,Mid
Relaxed,Movie,English Vinglish,Hindi,Mid
Relaxed,Movie,Stanley Ka Dabba,Hindi,Mid
Relaxed,Movie,Nil Battey Sannata,Hindi,Mid
Relaxed,Movie,Taare Zameen Par,Hindi,Mid
Relaxed,Movie,Chhoti Si Baat,Hindi,Mid
Relaxed,Movie,Dil Dhadakne Do,Hindi,Mid
Relaxed,Movie,October,Hindi,Mid
Relaxed,Movie,Highway,Hindi,Mid
Relaxed,Movie,Swades,Hindi,Mid
Relaxed,Movie,Shershaah,Hindi,New
Relaxed,Movie,Sita Ramam,Hindi,New
Relaxed,Movie,Goodbye,Hindi,New
Relaxed,Movie,Jug Jug Jeeyo,Hindi,New
Relaxed,Movie,Badhaai Ho,Hindi,New
Relaxed,Movie,Stree,Hindi,New
Relaxed,Movie,Luka Chuppi,Hindi,New
Relaxed,Movie,Bala,Hindi,New
Relaxed,Movie,Chhichhore,Hindi,New
Relaxed,Movie,Mimi,Hindi,New
Relaxed,Movie,Gehraiyaan,Hindi,New
Relaxed,Movie,The Lunchbox,Hindi,New
Relaxed,Movie,Masaan,Hindi,New
Relaxed,Movie,Raazi,Hindi,New
Relaxed,Movie,Karwaan,Hindi,New
Relaxed,Movie,Hotel Mumbai,Hindi,New
Relaxed,Movie,Good Newwz,Hindi,New
Relaxed,Movie,Panchayat (Film vibe),Hindi,New
Relaxed,Movie,Tu Jhoothi Main Makkaar,Hindi,New
Relaxed,Movie,Rocky Aur Rani,Hindi,New
Relaxed,Movie,Forrest Gump,English,Old
Relaxed,Movie,The Shawshank Redemption,English,Old
Relaxed,Movie,Dead Poets Society,English,Old
Relaxed,Movie,The Sound of Music,English,Old
Relaxed,Movie,The Parent Trap,English,Old
Relaxed,Movie,Matilda,English,Old
Relaxed,Movie,Pretty Woman,English,Old
Relaxed,Movie,Notting Hill,English,Old
Relaxed,Movie,You've Got Mail,English,Old
Relaxed,Movie,The Truman Show,English,Old
Relaxed,Movie,Big,English,Old
Relaxed,Movie,Groundhog Day,English,Old
Relaxed,Movie,Clueless,English,Old
Relaxed,Movie,My Cousin Vinny,English,Old
Relaxed,Movie,The Breakfast Club,English,Old
Relaxed,Movie,Stand by Me,English,Old
Relaxed,Movie,Hook,English,Old
Relaxed,Movie,Babe,English,Old
Relaxed,Movie,Home Alone,English,Old
Relaxed,Movie,The Mask,English,Old
Relaxed,Movie,The Intern,English,Mid
Relaxed,Movie,Julie & Julia,English,Mid
Relaxed,Movie,Little Miss Sunshine,English,Mid
Relaxed,Movie,500 Days of Summer,English,Mid
Relaxed,Movie,The Holiday,English,Mid
Relaxed,Movie,Love Actually,English,Mid
Relaxed,Movie,The Proposal,English,Mid
Relaxed,Movie,Easy A,English,Mid
Relaxed,Movie,Chef,English,Mid
Relaxed,Movie,The Secret Life of Walter Mitty,English,Mid
Relaxed,Movie,Midnight in Paris,English,Mid
Relaxed,Movie,The Devil Wears Prada,English,Mid
Relaxed,Movie,Mean Girls,English,Mid
Relaxed,Movie,Legally Blonde,English,Mid
Relaxed,Movie,Mamma Mia!,English,Mid
Relaxed,Movie,School of Rock,English,Mid
Relaxed,Movie,Yes Man,English,Mid
Relaxed,Movie,About Time,English,Mid
Relaxed,Movie,The Bucket List,English,Mid
Relaxed,Movie,The Blind Side,English,Mid
Relaxed,Movie,Free Guy,English,New
Relaxed,Movie,Paddington 2,English,New
Relaxed,Movie,Barbie,English,New
Relaxed,Movie,Encanto,English,New
Relaxed,Movie,Soul,English,New
Relaxed,Movie,Cruella,English,New
Relaxed,Movie,The Greatest Showman,English,New
Relaxed,Movie,Coco,English,New
Relaxed,Movie,Zootopia,English,New
Relaxed,Movie,The Intern Returns,English,New
Relaxed,Movie,Knives Out,English,New
Relaxed,Movie,Glass Onion,English,New
Relaxed,Movie,The Menu,English,New
Relaxed,Movie,La La Land,English,New
Relaxed,Movie,The Mitchells vs Machines,English,New
Relaxed,Movie,The Half of It,English,New
Relaxed,Movie,The Big Sick,English,New
Relaxed,Movie,Ticket to Paradise,English,New
Relaxed,Movie,Marry Me,English,New
Relaxed,Movie,Holidate,English,New
Relaxed,Music,Lag Ja Gale,Hindi,Old
Relaxed,Music,Ajeeb Dastan Hai Yeh,Hindi,Old
Relaxed,Music,Tere Bina Zindagi Se,Hindi,Old
Relaxed,Music,Pal Pal Dil Ke Paas,Hindi,Old
Relaxed,Music,Chingari Koi Bhadke,Hindi,Old
Relaxed,Music,Kabhi Kabhi Mere Dil Mein,Hindi,Old
Relaxed,Music,Yeh Shaam Mastani,Hindi,Old
Relaxed,Music,O Mere Dil Ke Chain,Hindi,Old
Relaxed,Music,Rimjhim Gire Saawan,Hindi,Old
Relaxed,Music,Kahin Door Jab Din Dhal Jaye,Hindi,Old
Relaxed,Music,Ek Pyar Ka Nagma Hai,Hindi,Old
Relaxed,Music,Woh Shaam Kuch Ajeeb Thi,Hindi,Old
Relaxed,Music,Tum Itna Jo Muskura Rahe Ho,Hindi,Old
Relaxed,Music,Dil Dhoondta Hai,Hindi,Old
Relaxed,Music,Tujhse Naraz Nahin Zindagi,Hindi,Old
Relaxed,Music,Zindagi Ka Safar,Hindi,Old
Relaxed,Music,Humein Tumse Pyaar Kitna,Hindi,Old
Relaxed,Music,Na Tum Humein Jaano,Hindi,Old
Relaxed,Music,Chaudhvin Ka Chand Ho,Hindi,Old
Relaxed,Music,Khoya Khoya Chand,Hindi,Old
Relaxed,Music,Iktara,Hindi,Mid
Relaxed,Music,Phir Le Aya Dil,Hindi,Mid
Relaxed,Music,Saibo,Hindi,Mid
Relaxed,Music,Kun Faya Kun,Hindi,Mid
Relaxed,Music,Tu Jaane Na,Hindi,Mid
Relaxed,Music,Raabta,Hindi,Mid
Relaxed,Music,Jeene Laga Hoon,Hindi,Mid
Relaxed,Music,Agar Tum Saath Ho,Hindi,Mid
Relaxed,Music,Kabira,Hindi,Mid
Relaxed,Music,Ilahi,Hindi,Mid
Relaxed,Music,Tum Se Hi,Hindi,Mid
Relaxed,Music,Shayad,Hindi,Mid
Relaxed,Music,Muskurane,Hindi,Mid
Relaxed,Music,Khairiyat,Hindi,Mid
Relaxed,Music,Phir Kabhi,Hindi,Mid
Relaxed,Music,Tera Ban Jaunga,Hindi,Mid
Relaxed,Music,Samjhawan,Hindi,Mid
Relaxed,Music,Sun Saathiya,Hindi,Mid
Relaxed,Music,Love You Zindagi,Hindi,Mid
Relaxed,Music,Tere Sang Yaara,Hindi,Mid
Relaxed,Music,Kesariya,Hindi,New
Relaxed,Music,Raataan Lambiyan,Hindi,New
Relaxed,Music,Ranjha,Hindi,New
Relaxed,Music,Apna Bana Le,Hindi,New
Relaxed,Music,Heeriye,Hindi,New
Relaxed,Music,Phir Aur Kya Chahiye,Hindi,New
Relaxed,Music,Tere Vaaste,Hindi,New
Relaxed,Music,Ve Kamleya,Hindi,New
Relaxed,Music,Maan Meri Jaan,Hindi,New
Relaxed,Music,Tum Mile,Hindi,New
Relaxed,Music,Khairiyat (Reprise),Hindi,New
Relaxed,Music,Raabta (Reprise),Hindi,New
Relaxed,Music,Pal,Hindi,New
Relaxed,Music,Tera Chehra,Hindi,New
Relaxed,Music,Kaise Hua,Hindi,New
Relaxed,Music,Channa Mereya (Reprise),Hindi,New
Relaxed,Music,Shayad (Reprise),Hindi,New
Relaxed,Music,Tera Ban Jaunga (Reprise),Hindi,New
Relaxed,Music,Samjhawan (Reprise),Hindi,New
Relaxed,Music,Iktara (Reprise),Hindi,New
Relaxed,Music,Imagine,English,Old
Relaxed,Music,Let It Be,English,Old
Relaxed,Music,Yesterday,English,Old
Relaxed,Music,Hotel California,English,Old
Relaxed,Music,The Sound of Silence,English,Old
Relaxed,Music,Bridge Over Troubled Water,English,Old
Relaxed,Music,Tears in Heaven,English,Old
Relaxed,Music,Unchained Melody,English,Old
Relaxed,Music,Wonderful Tonight,English,Old
Relaxed,Music,Time After Time,English,Old
Relaxed,Music,Every Breath You Take,English,Old
Relaxed,Music,Nothing Compares 2 U,English,Old
Relaxed,Music,Fields of Gold,English,Old
Relaxed,Music,Angie,English,Old
Relaxed,Music,Black,English,Old
Relaxed,Music,Knockin on Heaven's Door,English,Old
Relaxed,Music,With or Without You,English,Old
Relaxed,Music,Landslide,English,Old
Relaxed,Music,Easy,English,Old
Relaxed,Music,Stand by Me,English,Old
Relaxed,Music,Fix You,English,Mid
Relaxed,Music,Yellow,English,Mid
Relaxed,Music,The Scientist,English,Mid
Relaxed,Music,Chasing Cars,English,Mid
Relaxed,Music,Let Her Go,English,Mid
Relaxed,Music,Photograph,English,Mid
Relaxed,Music,All of Me,English,Mid
Relaxed,Music,Stay With Me,English,Mid
Relaxed,Music,Thinking Out Loud,English,Mid
Relaxed,Music,A Thousand Years,English,Mid
Relaxed,Music,I'm Yours,English,Mid
Relaxed,Music,Hey There Delilah,English,Mid
Relaxed,Music,Just Give Me a Reason,English,Mid
Relaxed,Music,Best Part,English,Mid
Relaxed,Music,Make You Feel My Love,English,Mid
Relaxed,Music,Gravity,English,Mid
Relaxed,Music,Lost,English,Mid
Relaxed,Music,Slow Dancing in a Burning Room,English,Mid
Relaxed,Music,Ocean Eyes,English,Mid
Relaxed,Music,Bloom,English,Mid
Relaxed,Music,Until I Found You,English,New
Relaxed,Music,Golden,English,New
Relaxed,Music,As It Was,English,New
Relaxed,Music,Heat Waves,English,New
Relaxed,Music,Stay,English,New
Relaxed,Music,Peaches,English,New
Relaxed,Music,Sunroof,English,New
Relaxed,Music,Flowers,English,New
Relaxed,Music,Anti-Hero,English,New
Relaxed,Music,Shivers,English,New
Relaxed,Music,Adore You,English,New
Relaxed,Music,Daylight,English,New
Relaxed,Music,Lover,English,New
Relaxed,Music,Angel Baby,English,New
Relaxed,Music,Intentions,English,New
Relaxed,Music,Someone You Loved,English,New
Relaxed,Music,Before You Go,English,New
Relaxed,Music,Arcade,English,New
Relaxed,Music,Traitor,English,New
Relaxed,Music,Another Love,English,New
Relaxed,Book,The Alchemist,English,Mid
Relaxed,Book,The Little Prince,English,Mid
Relaxed,Book,Tuesdays with Morrie,English,Mid
Relaxed,Book,The Power of Now,English,Mid
Relaxed,Book,The Four Agreements,English,Mid
Relaxed,Book,Who Moved My Cheese,English,Mid
Relaxed,Book,The Monk Who Sold His Ferrari,English,Mid
Relaxed,Book,Ikigai (early editions),English,Mid
Relaxed,Book,The Secret,English,Mid
Relaxed,Book,Big Magic,English,Mid
Relaxed,Book,The Happiness Project,English,Mid
Relaxed,Book,Flow,English,Mid
Relaxed,Book,Man's Search for Meaning,English,Mid
Relaxed,Book,The Art of Happiness,English,Mid
Relaxed,Book,Gift from the Sea,English,Mid
Relaxed,Book,The Road Less Traveled,English,Mid
Relaxed,Book,Zen and the Art of Motorcycle Maintenance,English,Mid
Relaxed,Book,The Prophet,English,Mid
Relaxed,Book,Siddhartha,English,Mid
